task_id,task_name,assigned_to,department,priority,status,created_date,due_date,estimated_hours,actual_hours,tags,days_to_deadline,task_month,task_weekday,is_overdue
2881,Design login page,Frank,Mobile,Medium,In Progress,2025-06-12,2025-06-15,3,,"integration, testing, alert",3,6,Thursday,1
2882,Implement user authentication API,Bob,DevOps,Medium,In Progress,2025-08-04,2025-08-05,6,,api,1,8,Monday,1
2883,Integrate payment gateway,Grace,Data,High,Completed,2025-09-12,2025-09-16,16,8.0,"alert, design",4,9,Friday,0
2884,Integrate payment gateway,Bob,DevOps,Medium,Pending,2025-04-28,2025-05-04,15,,"testing, integration",6,4,Monday,1
2885,Enhance security for API,David,UI/UX,Medium,In Progress,2025-04-29,2025-05-02,14,,"design, db, deployment",3,4,Tuesday,1
2886,Collect user feedback,Bob,Mobile,Medium,Pending,2025-09-13,2025-10-02,5,,"setup, frontend",19,9,Saturday,1
2887,Enhance security for API,David,Frontend,Low,Pending,2025-05-12,2025-05-28,7,,"alert, testing, dashboard",16,5,Monday,1
2888,Improve page load performance,Frank,Data,High,Completed,2025-05-12,2025-05-29,9,8.0,testing,17,5,Monday,0
2889,Write unit tests for backend,David,DevOps,Medium,Pending,2025-04-27,2025-05-11,1,,"alert, setup, api",14,4,Sunday,1
2890,Design login page,Hannah,DevOps,Medium,Pending,2025-05-03,2025-05-05,4,,alert,2,5,Saturday,1
2891,Conduct code review,Frank,DevOps,High,Pending,2025-09-10,2025-09-12,5,,"backend, api, frontend",2,9,Wednesday,1
2892,Design login page,Carol,Backend,Low,Pending,2025-05-17,2025-06-05,10,,"design, backend, api",19,5,Saturday,1
2893,Create marketing landing page,Carol,Frontend,Low,Pending,2025-06-03,2025-06-17,12,,integration,14,6,Tuesday,1
2894,Implement user authentication API,Eve,DevOps,Medium,Pending,2025-09-10,2025-09-20,7,,"payment, deployment",10,9,Wednesday,1
2895,Conduct code review,Grace,UI/UX,Medium,In Progress,2025-06-27,2025-07-14,6,,backend,17,6,Friday,1
2896,Implement search functionality,Frank,UI/UX,Low,Pending,2025-09-23,2025-09-29,13,,frontend,6,9,Tuesday,1
2897,Collect user feedback,David,Data,Medium,In Progress,2025-07-13,2025-07-17,13,,"deployment, api, feedback",4,7,Sunday,1
2898,Prepare deployment scripts,Grace,UI/UX,Medium,In Progress,2025-05-18,2025-05-23,5,,"dashboard, db",5,5,Sunday,1
2899,Optimize database queries,Alice,Backend,High,In Progress,2025-07-15,2025-07-24,5,,"db, payment",9,7,Tuesday,1
2900,Create dashboard UI,Bob,QA,High,Pending,2025-07-12,2025-07-25,11,,"testing, optimization",13,7,Saturday,1
2901,Implement search functionality,Bob,Mobile,High,Completed,2025-07-19,2025-08-06,16,8.0,"frontend, integration",18,7,Saturday,0
2902,Collect user feedback,Hannah,Data,Medium,Pending,2025-06-14,2025-06-19,5,,optimization,5,6,Saturday,1
2903,Collect user feedback,Grace,UI/UX,Medium,Completed,2025-06-10,2025-06-20,6,4.0,"backend, feedback, deployment",10,6,Tuesday,0
2904,Prepare deployment scripts,Grace,UI/UX,Low,Pending,2025-07-09,2025-07-30,14,,deployment,21,7,Wednesday,1
2905,Develop notification system,Carol,QA,Medium,Completed,2025-08-17,2025-08-19,12,3.0,"db, deployment",2,8,Sunday,0
2906,Setup CI/CD pipeline,David,UI/UX,Medium,Pending,2025-08-16,2025-08-25,1,,"backend, testing",9,8,Saturday,1
2907,Fix bug in login module,Carol,Frontend,High,In Progress,2025-06-19,2025-07-06,3,,"feedback, backend",17,6,Thursday,1
2908,Fix bug in login module,Carol,Frontend,Low,Completed,2025-07-04,2025-07-14,4,2.0,design,10,7,Friday,0
2909,Analyze user activity data,David,Data,Medium,Pending,2025-06-09,2025-06-11,2,,"api, testing",2,6,Monday,1
2910,Implement user authentication API,Eve,Frontend,Medium,In Progress,2025-07-31,2025-08-09,8,,"dashboard, optimization",9,7,Thursday,1
2911,Prepare deployment scripts,Hannah,Data,High,Pending,2025-06-14,2025-06-20,3,,"api, setup, backend",6,6,Saturday,1
2912,Update mobile app UI,Grace,QA,Medium,In Progress,2025-09-27,2025-10-18,14,,feedback,21,9,Saturday,1
2913,Update mobile app UI,Alice,Backend,Medium,In Progress,2025-04-25,2025-05-13,6,,testing,18,4,Friday,1
2914,Create marketing landing page,Alice,UI/UX,High,In Progress,2025-07-16,2025-07-18,12,,alert,2,7,Wednesday,1
2915,Implement user authentication API,David,QA,Low,In Progress,2025-08-09,2025-08-13,12,,design,4,8,Saturday,1
2916,Conduct code review,Eve,Data,Low,Pending,2025-09-17,2025-10-04,11,,design,17,9,Wednesday,1
2917,Implement user authentication API,Eve,DevOps,High,Pending,2025-09-10,2025-09-23,7,,frontend,13,9,Wednesday,1
2918,Implement user authentication API,David,Data,High,In Progress,2025-05-22,2025-05-30,5,,"db, alert",8,5,Thursday,1
2919,Integrate payment gateway,David,DevOps,High,Pending,2025-08-29,2025-09-10,5,,"payment, dashboard, api",12,8,Friday,1
2920,Setup project database,Alice,Backend,High,In Progress,2025-07-04,2025-07-05,6,,dashboard,1,7,Friday,1
2921,Improve page load performance,Hannah,Frontend,Low,Pending,2025-08-06,2025-08-25,7,,alert,19,8,Wednesday,1
2922,Update mobile app UI,Grace,DevOps,Low,Pending,2025-08-21,2025-08-31,14,,"backend, feedback, deployment",10,8,Thursday,1
2923,Write unit tests for backend,Carol,Frontend,High,Pending,2025-04-30,2025-05-17,12,,"setup, integration",17,4,Wednesday,1
2924,Update mobile app UI,David,DevOps,Medium,Pending,2025-06-22,2025-07-05,4,,"setup, backend, db",13,6,Sunday,1
2925,Develop notification system,Alice,QA,Medium,Pending,2025-05-01,2025-05-22,3,,deployment,21,5,Thursday,1
2926,Analyze user activity data,Alice,QA,Medium,Pending,2025-09-01,2025-09-09,4,,db,8,9,Monday,1
2927,Create marketing landing page,David,UI/UX,Low,In Progress,2025-09-05,2025-09-17,6,,"backend, optimization",12,9,Friday,1
2928,Conduct code review,Grace,Frontend,High,Pending,2025-06-03,2025-06-10,13,,design,7,6,Tuesday,1
2929,Integrate payment gateway,David,DevOps,Medium,In Progress,2025-08-12,2025-08-26,6,,"deployment, feedback, design",14,8,Tuesday,1
2930,Improve page load performance,Alice,UI/UX,High,Pending,2025-05-04,2025-05-22,7,,"payment, optimization",18,5,Sunday,1
2931,Create marketing landing page,David,Mobile,Medium,Pending,2025-07-14,2025-07-26,4,,design,12,7,Monday,1
2932,Improve page load performance,Frank,Frontend,High,Completed,2025-09-12,2025-09-13,6,5.0,"alert, db",1,9,Friday,0
2933,Write unit tests for backend,Frank,Mobile,Medium,Pending,2025-05-28,2025-06-01,15,,api,4,5,Wednesday,1
2934,Write unit tests for backend,David,Mobile,Medium,Pending,2025-05-24,2025-05-27,5,,"frontend, design",3,5,Saturday,1
2935,Implement search functionality,Hannah,Data,High,Pending,2025-08-27,2025-09-14,1,,"payment, deployment",18,8,Wednesday,1
2936,Improve page load performance,Frank,Frontend,Low,In Progress,2025-04-27,2025-05-08,1,,deployment,11,4,Sunday,1
2937,Prepare deployment scripts,Hannah,Data,Medium,Completed,2025-08-16,2025-08-31,1,1.0,"integration, setup",15,8,Saturday,0
2938,Create dashboard UI,Frank,UI/UX,High,Pending,2025-08-06,2025-08-13,7,,"design, frontend, backend",7,8,Wednesday,1
2939,Setup project database,Carol,QA,Medium,In Progress,2025-04-16,2025-04-27,4,,"db, payment",11,4,Wednesday,1
2940,Enhance security for API,Carol,QA,Medium,Completed,2025-04-27,2025-05-14,1,1.0,"dashboard, deployment",17,4,Sunday,0
2941,Setup project database,Eve,Backend,Medium,In Progress,2025-05-09,2025-05-26,15,,"db, feedback, setup",17,5,Friday,1
2942,Create dashboard UI,Grace,Data,Low,Pending,2025-04-19,2025-05-01,5,,"api, db, dashboard",12,4,Saturday,1
2943,Collect user feedback,Eve,Data,High,In Progress,2025-04-26,2025-05-12,7,,deployment,16,4,Saturday,1
2944,Create marketing landing page,Frank,Mobile,High,Completed,2025-06-04,2025-06-24,11,9.0,feedback,20,6,Wednesday,0
2945,Deploy application to staging,Bob,Frontend,Medium,In Progress,2025-06-09,2025-06-14,3,,"deployment, feedback",5,6,Monday,1
2946,Create dashboard UI,Grace,Mobile,High,In Progress,2025-09-30,2025-10-11,7,,"integration, frontend, optimization",11,9,Tuesday,1
2947,Integrate payment gateway,Frank,Mobile,Low,Pending,2025-08-26,2025-09-06,14,,"feedback, deployment, payment",11,8,Tuesday,1
2948,Setup project database,Hannah,UI/UX,Low,In Progress,2025-08-02,2025-08-05,2,,"optimization, design, api",3,8,Saturday,1
2949,Deploy application to staging,Eve,DevOps,Medium,In Progress,2025-08-21,2025-09-09,16,,optimization,19,8,Thursday,1
2950,Deploy application to staging,Carol,Frontend,Medium,Pending,2025-06-22,2025-07-03,14,,"alert, backend, api",11,6,Sunday,1
2951,Implement search functionality,David,Mobile,Low,In Progress,2025-08-02,2025-08-08,1,,"alert, testing",6,8,Saturday,1
2952,Create dashboard UI,Frank,DevOps,Medium,Pending,2025-05-30,2025-06-19,5,,"dashboard, testing",20,5,Friday,1
2953,Setup CI/CD pipeline,Hannah,Mobile,Medium,In Progress,2025-06-30,2025-07-05,15,,"deployment, testing",5,6,Monday,1
2954,Update mobile app UI,Carol,Frontend,High,Pending,2025-07-26,2025-08-11,15,,"setup, alert",16,7,Saturday,1
2955,Deploy application to staging,Carol,DevOps,Medium,Pending,2025-04-23,2025-05-01,5,,"frontend, setup",8,4,Wednesday,1
2956,Update mobile app UI,Alice,QA,Medium,In Progress,2025-06-19,2025-07-04,15,,"dashboard, design, alert",15,6,Thursday,1
2957,Design login page,Frank,Backend,Medium,Pending,2025-08-27,2025-08-29,15,,setup,2,8,Wednesday,1
2958,Improve page load performance,Alice,Backend,Medium,In Progress,2025-08-25,2025-08-29,4,,"feedback, testing",4,8,Monday,1
2959,Implement user authentication API,Carol,Mobile,Medium,Pending,2025-08-13,2025-08-26,14,,"alert, api, deployment",13,8,Wednesday,1
2960,Integrate payment gateway,Hannah,Backend,High,Pending,2025-05-07,2025-05-23,2,,db,16,5,Wednesday,1
2961,Optimize database queries,Grace,DevOps,Low,In Progress,2025-06-26,2025-07-12,3,,payment,16,6,Thursday,1
2962,Create marketing landing page,Hannah,Backend,Medium,Pending,2025-05-29,2025-06-17,13,,optimization,19,5,Thursday,1
2963,Optimize database queries,David,UI/UX,Medium,Pending,2025-05-24,2025-05-27,4,,"optimization, deployment",3,5,Saturday,1
2964,Enhance security for API,Eve,Backend,Medium,Pending,2025-09-20,2025-10-01,7,,"db, api",11,9,Saturday,1
2965,Integrate payment gateway,David,QA,Low,Pending,2025-10-03,2025-10-06,3,,integration,3,10,Friday,1
2966,Setup project database,David,QA,Medium,In Progress,2025-07-18,2025-07-29,5,,"backend, setup",11,7,Friday,1
2967,Fix bug in login module,Hannah,Backend,Medium,In Progress,2025-06-14,2025-06-18,16,,payment,4,6,Saturday,1
2968,Design login page,Alice,UI/UX,Medium,Pending,2025-09-03,2025-09-06,11,,"payment, dashboard, alert",3,9,Wednesday,1
2969,Create marketing landing page,Alice,Mobile,High,In Progress,2025-09-22,2025-10-04,2,,alert,12,9,Monday,1
2970,Develop notification system,Eve,QA,Medium,In Progress,2025-05-23,2025-06-08,13,,"deployment, dashboard, feedback",16,5,Friday,1
2971,Develop notification system,Frank,Backend,Medium,In Progress,2025-06-30,2025-07-17,12,,"dashboard, optimization, api",17,6,Monday,1
2972,Deploy application to staging,Frank,DevOps,High,Pending,2025-08-13,2025-08-30,8,,deployment,17,8,Wednesday,1
2973,Design login page,David,Mobile,Medium,Pending,2025-07-06,2025-07-27,9,,"setup, alert, backend",21,7,Sunday,1
2974,Design login page,Alice,UI/UX,Low,Pending,2025-06-03,2025-06-14,12,,"db, optimization, deployment",11,6,Tuesday,1
2975,Fix bug in login module,Carol,Mobile,High,Pending,2025-09-08,2025-09-21,7,,api,13,9,Monday,1
2976,Write unit tests for backend,Eve,Frontend,High,Pending,2025-06-11,2025-06-19,9,,"alert, design, integration",8,6,Wednesday,1
2977,Setup project database,Frank,UI/UX,Low,Pending,2025-07-13,2025-07-28,8,,frontend,15,7,Sunday,1
2978,Improve page load performance,Grace,Frontend,Medium,In Progress,2025-05-04,2025-05-24,9,,backend,20,5,Sunday,1
2979,Write unit tests for backend,Bob,Data,Medium,In Progress,2025-07-19,2025-07-23,8,,api,4,7,Saturday,1
2980,Implement user authentication API,Frank,Data,Medium,Pending,2025-08-23,2025-09-08,10,,"alert, payment, integration",16,8,Saturday,1
2981,Enhance security for API,Bob,Backend,Low,Completed,2025-09-26,2025-09-29,6,5.0,setup,3,9,Friday,0
2982,Fix bug in login module,Carol,Mobile,High,Pending,2025-08-06,2025-08-15,11,,backend,9,8,Wednesday,1
2983,Create dashboard UI,Frank,UI/UX,Low,In Progress,2025-04-16,2025-05-07,7,,api,21,4,Wednesday,1
2984,Deploy application to staging,Hannah,DevOps,High,Completed,2025-09-14,2025-09-23,2,2.0,"testing, payment",9,9,Sunday,0
2985,Create dashboard UI,Eve,DevOps,Medium,In Progress,2025-06-12,2025-06-20,2,,"integration, payment",8,6,Thursday,1
2986,Enhance security for API,Carol,Frontend,High,Pending,2025-09-09,2025-09-24,5,,"testing, feedback, design",15,9,Tuesday,1
2987,Integrate payment gateway,Bob,QA,High,Completed,2025-06-12,2025-06-16,9,4.0,"api, design, optimization",4,6,Thursday,0
2988,Optimize database queries,Eve,Frontend,Medium,In Progress,2025-09-21,2025-09-24,5,,"db, optimization",3,9,Sunday,1
2989,Implement search functionality,David,Data,Medium,In Progress,2025-08-06,2025-08-19,3,,"design, setup",13,8,Wednesday,1
2990,Setup CI/CD pipeline,Frank,DevOps,Medium,In Progress,2025-08-13,2025-08-22,11,,alert,9,8,Wednesday,1
2991,Fix bug in login module,Eve,Mobile,Medium,In Progress,2025-08-18,2025-08-19,6,,"testing, db",1,8,Monday,1
2992,Prepare deployment scripts,David,Data,Medium,Completed,2025-06-17,2025-06-23,4,4.0,"dashboard, integration",6,6,Tuesday,0
2993,Implement user authentication API,David,UI/UX,Medium,Pending,2025-08-25,2025-08-27,5,,"feedback, alert, integration",2,8,Monday,1
2994,Deploy application to staging,Hannah,Frontend,High,Completed,2025-09-18,2025-09-21,6,2.0,"optimization, alert, payment",3,9,Thursday,0
2995,Implement search functionality,Bob,Data,High,Completed,2025-04-28,2025-05-10,3,1.0,"optimization, payment, alert",12,4,Monday,0
2996,Develop notification system,Eve,DevOps,Medium,In Progress,2025-04-27,2025-05-08,12,,api,11,4,Sunday,1
2997,Deploy application to staging,Bob,Data,Medium,Completed,2025-08-10,2025-08-19,8,6.0,"optimization, payment",9,8,Sunday,0
2998,Collect user feedback,Frank,UI/UX,High,Pending,2025-10-06,2025-10-20,11,,"setup, integration",14,10,Monday,1
2999,Create dashboard UI,David,DevOps,Medium,In Progress,2025-08-18,2025-09-02,10,,"alert, payment, backend",15,8,Monday,1
3000,Prepare deployment scripts,David,UI/UX,High,Completed,2025-07-30,2025-08-19,1,1.0,optimization,20,7,Wednesday,0
3001,Create marketing landing page,Bob,Frontend,Medium,In Progress,2025-07-05,2025-07-19,8,,"setup, db",14,7,Saturday,1
3002,Implement search functionality,Hannah,DevOps,Medium,In Progress,2025-06-29,2025-07-04,4,,feedback,5,6,Sunday,1
3003,Enhance security for API,David,Mobile,Medium,In Progress,2025-04-25,2025-04-30,6,,backend,5,4,Friday,1
3004,Integrate payment gateway,Frank,DevOps,Medium,In Progress,2025-06-13,2025-06-30,12,,optimization,17,6,Friday,1
3005,Create dashboard UI,Frank,Mobile,Low,Pending,2025-05-27,2025-06-17,12,,"deployment, integration",21,5,Tuesday,1
3006,Conduct code review,Carol,DevOps,Medium,Pending,2025-07-30,2025-08-19,10,,"frontend, testing, api",20,7,Wednesday,1
3007,Setup project database,Carol,UI/UX,High,Pending,2025-09-01,2025-09-10,8,,"dashboard, frontend",9,9,Monday,1
3008,Improve page load performance,Alice,UI/UX,Medium,Pending,2025-05-05,2025-05-24,16,,optimization,19,5,Monday,1
3009,Create marketing landing page,Eve,Data,Low,Pending,2025-04-26,2025-05-17,2,,"payment, setup",21,4,Saturday,1
3010,Update mobile app UI,Bob,Frontend,High,Pending,2025-07-06,2025-07-08,15,,"testing, frontend, backend",2,7,Sunday,1
3011,Setup project database,Frank,Mobile,Low,Pending,2025-09-05,2025-09-17,10,,"testing, feedback",12,9,Friday,1
3012,Create dashboard UI,Hannah,Mobile,High,Pending,2025-09-15,2025-09-30,13,,deployment,15,9,Monday,1
3013,Develop notification system,David,DevOps,Medium,Completed,2025-05-03,2025-05-12,7,5.0,"alert, feedback",9,5,Saturday,0
3014,Create marketing landing page,Alice,Frontend,Medium,Completed,2025-10-02,2025-10-13,2,1.0,db,11,10,Thursday,0
3015,Setup CI/CD pipeline,Grace,Mobile,Low,In Progress,2025-07-22,2025-07-23,3,,"design, feedback, db",1,7,Tuesday,1
3016,Optimize database queries,Grace,Data,Medium,Pending,2025-10-06,2025-10-23,12,,"design, alert, deployment",17,10,Monday,1
3017,Fix bug in login module,Grace,Frontend,Medium,In Progress,2025-05-30,2025-06-09,12,,optimization,10,5,Friday,1
3018,Optimize database queries,Eve,UI/UX,High,Completed,2025-08-06,2025-08-24,11,3.0,"optimization, payment, testing",18,8,Wednesday,0
3019,Update mobile app UI,Alice,Data,Medium,In Progress,2025-09-19,2025-09-24,1,,"design, backend, setup",5,9,Friday,1
3020,Create marketing landing page,Carol,DevOps,Medium,In Progress,2025-05-31,2025-06-04,11,,deployment,4,5,Saturday,1
3021,Create dashboard UI,Bob,Backend,Medium,Pending,2025-08-06,2025-08-20,7,,"setup, frontend, alert",14,8,Wednesday,1
3022,Create marketing landing page,Frank,Backend,Low,Pending,2025-05-19,2025-05-21,4,,"deployment, frontend, integration",2,5,Monday,1
3023,Implement search functionality,Frank,Data,Low,Pending,2025-04-15,2025-05-02,7,,alert,17,4,Tuesday,1
3024,Design login page,Grace,Mobile,Medium,In Progress,2025-06-30,2025-07-19,14,,"integration, testing",19,6,Monday,1
3025,Setup project database,Bob,Backend,Medium,Completed,2025-07-18,2025-07-28,15,7.0,setup,10,7,Friday,0
3026,Improve page load performance,Grace,QA,Medium,Pending,2025-04-17,2025-05-08,4,,"backend, db, integration",21,4,Thursday,1
3027,Analyze user activity data,Frank,Data,Medium,Completed,2025-05-08,2025-05-21,14,2.0,alert,13,5,Thursday,0
3028,Setup CI/CD pipeline,Eve,Backend,High,Completed,2025-04-20,2025-05-09,10,3.0,"optimization, dashboard, alert",19,4,Sunday,0
3029,Prepare deployment scripts,Carol,DevOps,High,Pending,2025-06-10,2025-06-30,2,,"payment, backend",20,6,Tuesday,1
3030,Design login page,Frank,Data,High,In Progress,2025-07-07,2025-07-19,4,,"optimization, alert, testing",12,7,Monday,1
3031,Setup CI/CD pipeline,Bob,Backend,Medium,In Progress,2025-06-26,2025-06-30,4,,design,4,6,Thursday,1
3032,Deploy application to staging,David,DevOps,High,Pending,2025-09-18,2025-10-07,1,,optimization,19,9,Thursday,1
3033,Integrate payment gateway,Grace,Backend,High,In Progress,2025-08-30,2025-09-03,14,,"payment, db",4,8,Saturday,1
3034,Optimize database queries,Frank,Frontend,Low,In Progress,2025-06-24,2025-07-03,9,,"alert, testing, backend",9,6,Tuesday,1
3035,Optimize database queries,Frank,Mobile,Medium,Completed,2025-06-30,2025-07-10,10,2.0,"dashboard, deployment, db",10,6,Monday,0
3036,Optimize database queries,Frank,UI/UX,Medium,In Progress,2025-09-21,2025-10-05,15,,"backend, optimization, feedback",14,9,Sunday,1
3037,Create dashboard UI,Frank,Backend,Low,Pending,2025-09-14,2025-09-27,11,,"testing, api, integration",13,9,Sunday,1
3038,Design login page,Carol,DevOps,Low,Pending,2025-05-16,2025-06-04,15,,"dashboard, frontend, alert",19,5,Friday,1
3039,Fix bug in login module,Alice,UI/UX,High,Pending,2025-06-05,2025-06-13,14,,"setup, integration, testing",8,6,Thursday,1
3040,Develop notification system,Grace,DevOps,High,Completed,2025-09-01,2025-09-06,11,4.0,"dashboard, payment, backend",5,9,Monday,0
3041,Enhance security for API,Hannah,DevOps,Medium,Pending,2025-09-06,2025-09-22,9,,"dashboard, testing",16,9,Saturday,1
3042,Optimize database queries,Grace,Frontend,Medium,Completed,2025-07-23,2025-08-08,3,3.0,testing,16,7,Wednesday,0
3043,Implement search functionality,Grace,QA,Low,Pending,2025-09-21,2025-09-29,5,,"testing, setup, feedback",8,9,Sunday,1
3044,Enhance security for API,Bob,DevOps,Medium,In Progress,2025-08-31,2025-09-07,11,,"db, testing",7,8,Sunday,1
3045,Enhance security for API,Eve,Data,Medium,Completed,2025-09-14,2025-10-03,15,5.0,"payment, setup, integration",19,9,Sunday,0
3046,Improve page load performance,Eve,QA,Medium,In Progress,2025-09-28,2025-10-09,15,,payment,11,9,Sunday,1
3047,Analyze user activity data,Grace,Backend,High,Pending,2025-07-24,2025-08-06,1,,backend,13,7,Thursday,1
3048,Setup project database,Hannah,Data,Medium,In Progress,2025-06-22,2025-06-26,14,,"backend, frontend",4,6,Sunday,1
3049,Improve page load performance,Grace,UI/UX,High,Pending,2025-06-21,2025-06-28,16,,"feedback, integration, payment",7,6,Saturday,1
3050,Write unit tests for backend,Bob,Backend,Medium,In Progress,2025-06-04,2025-06-18,4,,"deployment, integration",14,6,Wednesday,1
3051,Setup project database,Frank,Backend,Medium,In Progress,2025-05-20,2025-06-09,11,,"db, optimization",20,5,Tuesday,1
3052,Design login page,Grace,Data,Low,In Progress,2025-08-23,2025-09-11,13,,frontend,19,8,Saturday,1
3053,Optimize database queries,Bob,Mobile,High,Completed,2025-09-18,2025-09-20,1,1.0,"backend, design",2,9,Thursday,0
3054,Develop notification system,Hannah,Data,High,Completed,2025-08-12,2025-08-25,5,5.0,"backend, db",13,8,Tuesday,0
3055,Write unit tests for backend,Frank,Backend,High,Pending,2025-06-10,2025-06-27,10,,"payment, alert",17,6,Tuesday,1
3056,Fix bug in login module,Grace,Frontend,Medium,In Progress,2025-05-26,2025-06-03,12,,"deployment, frontend",8,5,Monday,1
3057,Analyze user activity data,Eve,QA,Medium,Pending,2025-06-09,2025-06-11,2,,frontend,2,6,Monday,1
3058,Develop notification system,Eve,Mobile,Medium,In Progress,2025-09-04,2025-09-10,7,,feedback,6,9,Thursday,1
3059,Deploy application to staging,Hannah,Data,Medium,In Progress,2025-07-31,2025-08-11,13,,"deployment, design",11,7,Thursday,1
3060,Improve page load performance,Carol,Mobile,Low,Completed,2025-05-18,2025-06-06,12,8.0,db,19,5,Sunday,0
3061,Implement search functionality,Hannah,UI/UX,High,Completed,2025-07-28,2025-08-11,10,9.0,db,14,7,Monday,0
3062,Improve page load performance,Eve,DevOps,Low,Completed,2025-08-26,2025-09-14,4,1.0,"setup, feedback, testing",19,8,Tuesday,0
3063,Implement user authentication API,Grace,Backend,Low,Pending,2025-07-13,2025-07-20,2,,backend,7,7,Sunday,1
3064,Update mobile app UI,Eve,Data,Medium,Completed,2025-07-24,2025-08-02,6,1.0,"db, alert",9,7,Thursday,0
3065,Create dashboard UI,Grace,Mobile,Low,Pending,2025-10-11,2025-10-29,9,,"payment, api",18,10,Saturday,1
3066,Prepare deployment scripts,Bob,Data,High,Completed,2025-06-16,2025-06-17,12,1.0,"db, optimization",1,6,Monday,0
3067,Collect user feedback,Frank,Frontend,Medium,Pending,2025-08-31,2025-09-16,12,,payment,16,8,Sunday,1
3068,Update mobile app UI,Eve,Data,Medium,Pending,2025-09-15,2025-10-03,12,,"payment, integration, testing",18,9,Monday,1
3069,Prepare deployment scripts,Hannah,UI/UX,Medium,In Progress,2025-09-17,2025-10-01,7,,"optimization, feedback, frontend",14,9,Wednesday,1
3070,Update mobile app UI,Bob,DevOps,High,Completed,2025-09-07,2025-09-28,8,2.0,"optimization, backend, testing",21,9,Sunday,0
3071,Implement search functionality,Hannah,Mobile,Medium,Pending,2025-06-02,2025-06-12,4,,"feedback, design, setup",10,6,Monday,1
3072,Improve page load performance,David,Mobile,Low,In Progress,2025-07-06,2025-07-12,5,,testing,6,7,Sunday,1
3073,Analyze user activity data,Bob,DevOps,Medium,Completed,2025-07-23,2025-07-29,7,1.0,dashboard,6,7,Wednesday,0
3074,Develop notification system,Hannah,QA,High,Pending,2025-06-19,2025-06-23,11,,"deployment, db",4,6,Thursday,1
3075,Develop notification system,Eve,UI/UX,High,In Progress,2025-07-19,2025-07-21,12,,"payment, setup, dashboard",2,7,Saturday,1
3076,Integrate payment gateway,Hannah,UI/UX,Low,Completed,2025-10-10,2025-10-12,2,1.0,"frontend, api, deployment",2,10,Friday,0
3077,Prepare deployment scripts,Alice,Frontend,Low,Pending,2025-05-06,2025-05-21,12,,"setup, api, design",15,5,Tuesday,1
3078,Optimize database queries,Carol,Data,Medium,In Progress,2025-05-28,2025-06-05,15,,"optimization, integration",8,5,Wednesday,1
3079,Setup CI/CD pipeline,Bob,Backend,Medium,In Progress,2025-05-16,2025-06-02,4,,backend,17,5,Friday,1
3080,Develop notification system,Bob,Frontend,Medium,Completed,2025-04-26,2025-04-27,9,4.0,"feedback, testing, alert",1,4,Saturday,0
3081,Optimize database queries,Frank,QA,High,Pending,2025-05-12,2025-05-16,14,,optimization,4,5,Monday,1
3082,Integrate payment gateway,Eve,DevOps,Medium,Completed,2025-05-11,2025-05-27,10,7.0,"frontend, api, alert",16,5,Sunday,0
3083,Design login page,Eve,UI/UX,High,In Progress,2025-05-06,2025-05-24,11,,dashboard,18,5,Tuesday,1
3084,Integrate payment gateway,Frank,Backend,Low,In Progress,2025-05-24,2025-06-13,7,,"api, feedback",20,5,Saturday,1
3085,Setup project database,Alice,UI/UX,Low,Pending,2025-10-02,2025-10-08,5,,design,6,10,Thursday,1
3086,Optimize database queries,Alice,Data,High,Pending,2025-07-09,2025-07-28,15,,"setup, dashboard",19,7,Wednesday,1
3087,Create marketing landing page,Frank,UI/UX,High,Completed,2025-05-04,2025-05-09,10,10.0,"feedback, db, optimization",5,5,Sunday,0
3088,Fix bug in login module,Grace,Frontend,Medium,Pending,2025-07-07,2025-07-17,8,,backend,10,7,Monday,1
3089,Conduct code review,Eve,Data,Medium,In Progress,2025-06-06,2025-06-12,15,,"alert, frontend",6,6,Friday,1
3090,Develop notification system,David,Data,High,Pending,2025-08-28,2025-09-05,7,,"dashboard, payment",8,8,Thursday,1
3091,Write unit tests for backend,Alice,QA,Medium,Completed,2025-07-03,2025-07-16,5,3.0,"api, db",13,7,Thursday,0
3092,Conduct code review,Eve,Backend,High,Pending,2025-06-14,2025-06-22,6,,"integration, db",8,6,Saturday,1
3093,Develop notification system,Carol,Frontend,Medium,Pending,2025-07-04,2025-07-23,9,,"dashboard, backend",19,7,Friday,1
3094,Optimize database queries,Grace,Data,Medium,Pending,2025-05-20,2025-06-09,14,,"feedback, api",20,5,Tuesday,1
3095,Optimize database queries,David,DevOps,High,In Progress,2025-07-02,2025-07-13,9,,db,11,7,Wednesday,1
3096,Implement search functionality,David,UI/UX,High,Pending,2025-07-05,2025-07-08,1,,deployment,3,7,Saturday,1
3097,Setup CI/CD pipeline,Eve,DevOps,Medium,Pending,2025-10-09,2025-10-25,15,,frontend,16,10,Thursday,1
3098,Setup project database,Grace,DevOps,Medium,Pending,2025-08-20,2025-08-23,9,,"optimization, design",3,8,Wednesday,1
3099,Conduct code review,Bob,UI/UX,Low,Pending,2025-10-06,2025-10-15,13,,"alert, design, optimization",9,10,Monday,1
3100,Setup CI/CD pipeline,Hannah,Mobile,High,Completed,2025-05-13,2025-05-31,16,11.0,"optimization, alert, testing",18,5,Tuesday,0
3101,Create marketing landing page,Bob,UI/UX,Low,In Progress,2025-10-08,2025-10-25,6,,testing,17,10,Wednesday,1
